tile_id,cloud_cover,date,spatial_cover,http_links,s3_links
T15SYR,0,2022-06-19,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T15SYR.2022170T163839.v2.0/HLS.S30.T15SYR.2022170T163839.v2.0.Fmask.tif'}"
T15SYR,0,2022-09-27,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T15SYR.2022270T164039.v2.0/HLS.S30.T15SYR.2022270T164039.v2.0.Fmask.tif'}"
T12SUH,3,2022-03-18,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T12SUH.2022077T180959.v2.0/HLS.S30.T12SUH.2022077T180959.v2.0.Fmask.tif'}"
T12SUH,1,2022-06-11,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T12SUH.2022162T180931.v2.0/HLS.S30.T12SUH.2022162T180931.v2.0.Fmask.tif'}"
T12SUH,2,2022-09-24,97,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T12SUH.2022267T181059.v2.0/HLS.S30.T12SUH.2022267T181059.v2.0.Fmask.tif'}"
T13SCB,0,2022-05-26,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13SCB.2022146T174921.v2.0/HLS.S30.T13SCB.2022146T174921.v2.0.Fmask.tif'}"
T13SCB,1,2022-05-31,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13SCB.2022151T174909.v2.0/HLS.S30.T13SCB.2022151T174909.v2.0.Fmask.tif'}"
T13SCB,0,2022-06-15,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13SCB.2022166T174921.v2.0/HLS.S30.T13SCB.2022166T174921.v2.0.Fmask.tif'}"
T15SWS,3,2022-03-19,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T15SWS.2022078T165021.v2.0/HLS.S30.T15SWS.2022078T165021.v2.0.Fmask.tif'}"
T15SWS,5,2022-05-13,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T15SWS.2022133T164839.v2.0/HLS.S30.T15SWS.2022133T164839.v2.0.Fmask.tif'}"
